"Day","Account","Campaign","Ad.group","Network","Ad.group.state","Impressions","CTR","Avg..CPC","Clicks","Cost","Avg..session.duration..seconds.","Bounce.rate","Click.Assisted.Conv.","Click.conversion.rate","Conversions","View.through.conv.","Search.Impr..share","Avg..position"
2015-02-24,"Bangalore Clients Account","Food Trip-Display","Deals-KCT","Display Network","enabled",1741,"0.17%",2.38,3,7.14,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-02,"Bangalore Clients Account","BHUKKAD","Bhukkad-Exact","Search Network","enabled",44,"15.91%",16.677143,7,116.74,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-30,"Bangalore Clients Account","Midnight foodpoint Display","Ad Group #1","Display Network","enabled",3775,"0.53%",9.303,20,186.06,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-19,"Bangalore Clients Account","Paranthe Vali Gali","Paranthe Vali Gali","Search Network","enabled",186,"0.54%",31.28,1,31.28,0,"0.00%",0,"0.00%",0,0,"14.44%",1.2
2015-03-09,"Bangalore Clients Account","Biryani Pot - Display","Bangalore deals-KCT","Display Network","paused",9050,"0.34%",4.086774,31,126.69,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-20,"Bangalore Clients Account","tadka singh-d","Remarketing","Display Network","enabled",18,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-02-23,"Bangalore Clients Account","Biryani Pot-SEARCH","BP-BMM","Search Network","enabled",35,"5.71%",11.105,2,22.21,0,"0.00%",0,"0.00%",0,0,"92.11%",2.1
2015-03-05,"Bangalore Clients Account","Smally's - Search","Smally's - Exact","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"85.71%",2.2
2015-02-17,"Bangalore Clients Account","GRAB EAT","grab eat-bmm","Search Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"87.50%",1.3
2015-02-22,"Bangalore Clients Account","Pizzeria","Pizzeria-BMM","Search Network","paused",161,"0.62%",16.37,1,16.37,0,"0.00%",0,"0.00%",0,0,"< 10%",4.6
2015-02-24,"Bangalore Clients Account","Biryani Pot-SEARCH","BP-BMM","Search Network","enabled",32,"9.38%",17.096667,3,51.29,0,"0.00%",0,"0.00%",0,0,"94.12%",2.3
2015-02-21,"Bangalore Clients Account","Happy Ending","Happy Ending-Exact","Search Network","enabled",72,"1.39%",7.01,1,7.01,0,"0.00%",0,"0.00%",0,0,"31.44%",1.1
2015-03-16,"Bangalore Clients Account","Pizzeria","Pizzeria-Exct","Search Network","enabled",128,"5.47%",71.562857,7,500.94,0,"0.00%",0,"0.00%",0,0,"90.78%",1.1
2015-03-20,"Bangalore Clients Account","BHUKKAD","Bhukkad - Competitor","Display Network","paused",814,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-03-04,"Bangalore Clients Account","Wok - Search","Wok - Exact","Search Network","enabled",2,"50.00%",47.77,1,47.77,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-20,"Bangalore Clients Account","Midnight foodpoint Display","Ad Group #1","Display Network","enabled",3073,"0.62%",10.731579,19,203.9,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-21,"Bangalore Clients Account","Wok - Search","Wok - Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",1
2015-03-23,"Bangalore Clients Account","Oriental Kitchen","Oriental - Exact","Search Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-02-27,"Bangalore Clients Account","Food Trip-Display","Remarketing","Display Network","enabled",323,"0.31%",3.4,1,3.4,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-03,"Bangalore Clients Account","Grubnomic - Search","Grubnomic - Exact","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-02-28,"Bangalore Clients Account","KHAN SAHEB-DISPLAY","Khan saheb-Remarketing","Display Network","paused",95,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-17,"Bangalore Clients Account","Grubnomic - Search","Grubnomic - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-02-26,"Bangalore Clients Account","FOOD TRIP","FT-BMM","Search Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"62.50%",1.4
2015-02-28,"Bangalore Clients Account","Oliver's","Oliver's - Exact","Search Network","enabled",16,"6.25%",26.01,1,26.01,0,"0.00%",0,"100.00%",1,0,"100.00%",1.1
2015-02-05,"Bangalore Clients Account","Midnight Express","Midnight Express-Brand-Exact","Search Network","paused",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-05,"Bangalore Clients Account","GRAB EAT","GRAB EAT-Exact","Search Network","enabled",10,"20.00%",14.345,2,28.69,0,"0.00%",0,"0.00%",0,0,"100.00%",1.5
2015-02-15,"Bangalore Clients Account","Grab Eat Display","Foodies + Office","Display Network","enabled",8557,"0.36%",2.106129,31,65.29,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-20,"Bangalore Clients Account","Biryani Pot - Display","Bangalore deals-KCT","Display Network","paused",13072,"0.41%",10.167037,54,549.02,0,"0.00%",0,"0.00%",0,1," --",1
2015-02-24,"Bangalore Clients Account","Biryani Pot - Display","Bangalore deals-KCT","Display Network","paused",1137,"0.35%",5.35,4,21.4,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-21,"Bangalore Clients Account","GRAB EAT","GRAB EAT-Exact","Search Network","enabled",24,"20.83%",49.458,5,247.29,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-02-23,"Bangalore Clients Account","Jothi's","Jothi's - 20%","Display Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"Bangalore Clients Account","Smally's - Search","Smally's - Exact","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-26,"Bangalore Clients Account","Give me 5 : Text","Ad Group #1","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"25.00%",2
2015-03-12,"Bangalore Clients Account","Wok - Search","Wok - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-21,"Bangalore Clients Account","tadka singh-d","Remarketing","Display Network","enabled",13,"7.69%",18.66,1,18.66,0,"0.00%",0,"0.00%",0,0," --",1
2015-02-24,"Bangalore Clients Account","Grab Eat Display","Foodies + Office","Display Network","enabled",113,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-02-24,"Bangalore Clients Account","Oliver's","Oliver's - Exact","Search Network","enabled",9,"55.56%",11.378,5,56.89,0,"0.00%",0,"20.00%",1,0,"81.82%",1.1
2015-03-23,"Bangalore Clients Account","Boondock-d","Remarket","Display Network","enabled",847,"0.35%",6.013333,3,18.04,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-22,"Bangalore Clients Account","BHUKKAD","Bhukkad-Exact","Search Network","enabled",22,"22.73%",1.082,5,5.41,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-02-08,"Bangalore Clients Account","Midnight Express","Midnight Express-Brand-Exact","Search Network","paused",7,"42.86%",13.506667,3,40.52,0,"0.00%",0,"66.67%",2,0,"50.00%",2.6
2015-03-10,"Bangalore Clients Account","Smally's - Search","Smally's - Exact","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"50.00%",2
2015-03-19,"Bangalore Clients Account","Wok - Search","Wok - Exact","Display Network","enabled",52,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-16,"Bangalore Clients Account","BHUKKAD","Bhukkad-Exact","Search Network","enabled",21,"23.81%",5.248,5,26.24,0,"0.00%",0,"40.00%",3,0,"95.45%",1
2015-03-08,"Bangalore Clients Account","BHUKKAD","Bhukkad-Exact","Search Network","enabled",25,"28.00%",7.1,7,49.7,0,"0.00%",0,"14.29%",1,0,"100.00%",1
2015-04-02,"Bangalore Clients Account","BHUKKAD","Bhukkad-Exact","Search Network","enabled",21,"23.81%",24.808,5,124.04,0,"0.00%",0,"20.00%",1,0," --",1
2015-03-13,"Bangalore Clients Account","Marias Goan Kitchen-Display","Foodies+Office+Gift","Display Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-07,"Bangalore Clients Account","Biryani Pot-SEARCH","BP-BMM","Search Network","enabled",46,"6.52%",17.353333,3,52.06,0,"0.00%",0,"33.33%",1,0,"100.00%",1.4
2015-03-29,"Bangalore Clients Account","Dande's Biryani Text","Phrase and Broad","Search Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1.6
2015-03-04,"Bangalore Clients Account","Oliver's","Oliver's - Exact","Search Network","enabled",14,"21.43%",30.806667,3,92.42,0,"0.00%",0,"0.00%",0,0,"100.00%",1.4
2015-03-26,"Bangalore Clients Account","Boondock-d","Remarket","Display Network","enabled",847,"0.12%",9.98,1,9.98,0,"0.00%",0,"0.00%",0,1," --",1
2015-03-15,"Bangalore Clients Account","Pizzeria","Pizzeria-Exct","Search Network","enabled",154,"5.19%",101.85625,8,814.85,0,"0.00%",0,"0.00%",0,0,"74.76%",1.2
2015-02-24,"Bangalore Clients Account","Jothi's","Jothi's - 20%","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",2
2015-03-25,"Bangalore Clients Account","Grab Eat Display","Foodies + Office","Display Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-26,"Bangalore Clients Account","Dande's Biryani Text","Phrase and Broad","Search Network","enabled",8,"25.00%",26.125,2,52.25,0,"0.00%",0,"0.00%",0,0,"88.89%",1.5
2015-03-29,"Bangalore Clients Account","Tez Tadka Topic","Tez Tadka Topic","Display Network","enabled",25936,"0.33%",4.437647,85,377.2,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-17,"Bangalore Clients Account","BHUKKAD","Bhukkad - Competitor","Display Network","paused",813,"0.62%",22.766,5,113.83,0,"0.00%",0,"0.00%",0,0," --",1
2015-02-24,"Bangalore Clients Account","Pizzeria","Pizzeria-BMM","Search Network","paused",433,"2.08%",42.474444,9,382.27,0,"0.00%",0,"0.00%",0,0,"24.49%",2.5
2015-02-23,"Bangalore Clients Account","Wok - Search","Wok - Exact","Display Network","enabled",24,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-31,"Bangalore Clients Account","Midnight foodpoint Display","Ad Group #1","Display Network","enabled",3549,"0.59%",8.070952,21,169.49,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-06,"Bangalore Clients Account","KHAN SAHEB-DISPLAY","Khan saheb-Remarketing","Display Network","paused",18846,"0.19%",12.999167,36,467.97,0,"0.00%",0,"0.00%",0,1," --",1
2015-02-22,"Bangalore Clients Account","Biryani Pot-SEARCH","BP-BMM","Search Network","enabled",110,"6.36%",15.247143,7,106.73,0,"0.00%",0,"0.00%",0,0,"97.35%",1.8
2015-03-11,"Bangalore Clients Account","Biryani Pot - Display","News-PLC","Display Network","paused",180,"1.11%",2.73,2,5.46,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-13,"Bangalore Clients Account","BHUKKAD","Bhukkad-Exact","Search Network","enabled",14,"7.14%",8.47,1,8.47,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-17,"Bangalore Clients Account","Biryani Pot - Display","Bangalore deals-KCT","Display Network","paused",3184,"0.63%",9.492,20,189.84,0,"0.00%",0,"0.00%",0,1," --",1
2015-03-18,"Bangalore Clients Account","Wok - Search","Wok - Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"40.00%",1
2015-02-25,"Bangalore Clients Account","GRAB EAT","grab eat-bmm","Search Network","enabled",11,"9.09%",33.58,1,33.58,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-04,"Bangalore Clients Account","BHUKKAD","Bhukkad-Exact","Search Network","enabled",30,"3.33%",5.18,1,5.18,0,"0.00%",0,"100.00%",8,0,"100.00%",1
2015-03-07,"Bangalore Clients Account","Pizzeria","Pizzeria-Exct","Search Network","enabled",66,"7.58%",59.046,5,295.23,0,"0.00%",0,"0.00%",0,0,"100.00%",1.2
2015-03-02,"Bangalore Clients Account","GRAB EAT","grab eat-bmm","Search Network","enabled",2,"50.00%",18.81,1,18.81,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-11,"Bangalore Clients Account","Oriental Kitchen","Oriental - Exact","Search Network","enabled",21,"4.76%",15.62,1,15.62,0,"0.00%",0,"0.00%",0,0,"95.45%",1
2015-03-30,"Bangalore Clients Account","Pizza Intalia - S","Pizza Intalia - Main Competitor","Search Network","enabled",17,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",1.4
2015-03-19,"Bangalore Clients Account","BHUKKAD","Bhukkad - Competitor","Display Network","paused",543,"0.37%",9.65,2,19.3,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-21,"Bangalore Clients Account","BHUKKAD","Bhukkad - Competitor","Display Network","paused",983,"0.10%",16.66,1,16.66,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-03-20,"Bangalore Clients Account","Cup O Joe","Cup O Joe - Exact","Search Network","enabled",9,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"81.82%",1.3
2015-04-01,"Bangalore Clients Account","Grubnomic - Search","Grubnomic - Exact","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-04-02,"Bangalore Clients Account","Delhi Restaurant Text","Ad Group #1","Search Network","enabled",18,"5.56%",28.11,1,28.11,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-03-02,"Bangalore Clients Account","Pizzeria","Pizzeria-Exct","Search Network","enabled",23,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-15,"Bangalore Clients Account","GRAB EAT","GRAB EAT-Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",1
2015-03-17,"Bangalore Clients Account","Tikki Tikki-Search","Tikki Tikki-Brand-BMM","Search Network","enabled",3,"33.33%",21.44,1,21.44,0,"0.00%",0,"0.00%",0,0,"100.00%",1.3
2015-03-21,"Bangalore Clients Account","GRAB EAT","grab eat-bmm","Search Network","enabled",12,"16.67%",162.975,2,325.95,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-18,"Bangalore Clients Account","Grubnomic - Search","Grubnomic - Exact","Search Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"91.67%",1
2015-02-25,"Bangalore Clients Account","FOOD TRIP","FT-BMM","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"61.54%",1.9
2015-03-22,"Bangalore Clients Account","Tikki Tikki-Search","Tikki Tikki-Brand-BMM","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-18,"Bangalore Clients Account","GRAB EAT","grab eat-bmm","Search Network","enabled",2,"50.00%",79.98,1,79.98,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-03,"Bangalore Clients Account","GRAB EAT","GRAB EAT-Exact","Search Network","enabled",16,"12.50%",21.995,2,43.99,0,"0.00%",0,"0.00%",0,0,"100.00%",1.7
2015-03-26,"Bangalore Clients Account","1947 Bangalore","1947-BMM","Search Network","enabled",72,"9.72%",25.24,7,176.68,0,"0.00%",0,"14.29%",1,0,"72.00%",1.2
2015-03-04,"Bangalore Clients Account","tadka singh-d","Remarketing","Display Network","enabled",28985,"0.19%",18.300185,54,988.21,0,"0.00%",0,"0.00%",0,3," --",1
2015-03-31,"Bangalore Clients Account","Panda boy","INT - 20%","Display Network","enabled",2258,"0.62%",3.257857,14,45.61,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-17,"Bangalore Clients Account","Give me 5 : Text","Ad Group #1","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-27,"Bangalore Clients Account","Grab Eat Display","Foodies + Office","Display Network","enabled",116,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-19,"Bangalore Clients Account","Cup O Joe","Cup O Joe - Exact","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1.3
2015-03-14,"Bangalore Clients Account","Oliver's","Oliver's - Exact","Search Network","enabled",21,"14.29%",10.016667,3,30.05,0,"0.00%",0,"66.67%",2,0,"100.00%",1
2015-03-22,"Bangalore Clients Account","Wok - Search","Wok - Exact","Search Network","enabled",7,"14.29%",32.57,1,32.57,0,"0.00%",0,"0.00%",0,0,"87.50%",1.1
2015-02-21,"Bangalore Clients Account","Jothi's","Jothi's - 20%","Search Network","enabled",8,"12.50%",15.18,1,15.18,0,"0.00%",0,"0.00%",0,0,"100.00%",2.1
2015-03-23,"Bangalore Clients Account","Delhi Restaurant Text","Ad Group #1","Search Network","enabled",17,"11.76%",27.875,2,55.75,0,"0.00%",0,"0.00%",0,0,"40.48%",2.4
2015-03-31,"Bangalore Clients Account","Grubnomic - Search","Grubnomic - Exact","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-28,"Bangalore Clients Account","Boondock-d","Remarket","Display Network","enabled",173,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-02-19,"Bangalore Clients Account","Marias Goan Kitchen-Display","Foodies+Office+Gift","Display Network","enabled",44,"2.27%",2.97,1,2.97,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"Bangalore Clients Account","1947-D","INT","Display Network","enabled",7121,"0.39%",7.707857,28,215.82,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-18,"Bangalore Clients Account","Grab Eat Display","Foodies + Office","Display Network","enabled",89,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-02,"Bangalore Clients Account","Tikki Tikki-Search","Tikki Tikki-Brand-BMM","Search Network","enabled",3,"66.67%",33.64,2,67.28,0,"0.00%",0,"50.00%",1,0," --",1
2015-03-16,"Bangalore Clients Account","Tikki Tikki-Search","Tikki Tikki-Brand-BMM","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-07,"Bangalore Clients Account","Cup O Joe","Cup O Joe - Exact","Search Network","enabled",13,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-02-22,"Bangalore Clients Account","Marias Goan Kitchen-Display","Foodies+Office+Gift","Display Network","enabled",81,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-07,"Bangalore Clients Account","Oliver's","Oliver's - Exact","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-02-26,"Bangalore Clients Account","marias goan kitchen","South Asian Cuisine","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"< 10%",0
2015-03-13,"Bangalore Clients Account","Oliver's","Oliver's - Exact","Search Network","enabled",31,"12.90%",7.2475,4,28.99,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-05,"Bangalore Clients Account","Wok - Search","Wok - Exact","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"75.00%",1.3
2015-03-09,"Bangalore Clients Account","Oriental Kitchen","Oriental - Exact","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-15,"Bangalore Clients Account","Tikki Tikki-Search","Tikki Tikki-Brand-BMM","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-09,"Bangalore Clients Account","Biryani Pot-SEARCH","BP-BMM","Search Network","enabled",31,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1.8
2015-03-30,"Bangalore Clients Account","1947 Bangalore","1947-BMM","Search Network","enabled",94,"7.45%",19.29,7,135.03,0,"0.00%",0,"0.00%",0,0,"66.67%",1.1
2015-03-29,"Bangalore Clients Account","Midnight foodpoint Display","Ad Group #1","Display Network","enabled",6978,"0.26%",10.32,18,185.76,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-06,"Bangalore Clients Account","BHUKKAD","Bhukkad-Exact","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-06,"Bangalore Clients Account","Cup O Joe","Cup O Joe - Exact","Search Network","enabled",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"92.31%",1
2015-03-01,"Bangalore Clients Account","Tikki Tikki-Display","News-KCT","Display Network","paused",437,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-20,"Bangalore Clients Account","Oliver's","Oliver's - Exact","Search Network","enabled",15,"20.00%",4.27,3,12.81,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-02-25,"Bangalore Clients Account","Biryani Pot - Display","News-PLC","Display Network","paused",1108,"0.45%",2.204,5,11.02,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-01,"Bangalore Clients Account","Bameys","Bameys-Brand Keywords","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2
2015-03-29,"Bangalore Clients Account","Oriental Kitchen","Oriental - Exact","Search Network","enabled",16,"6.25%",52.63,1,52.63,0,"0.00%",0,"0.00%",0,0,"100.00%",1.1
2015-03-20,"Bangalore Clients Account","Not Just Desserts : Text","Ad Group #1","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-02-20,"Bangalore Clients Account","Bameys-Display","News Readers","Display Network","paused",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-02,"Bangalore Clients Account","Biryani Pot - Display","Bangalore deals-KCT","Display Network","paused",6298,"0.24%",4.126667,15,61.9,0,"0.00%",0,"0.00%",0,0," --",1
2015-02-18,"Bangalore Clients Account","Cup O Joe","Cup O Joe - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"100.00%",2
2015-03-05,"Bangalore Clients Account","Oriental Kitchen","Oriental - Exact","Search Network","enabled",6,"16.67%",31.52,1,31.52,0,"0.00%",0,"0.00%",0,0,"100.00%",1
2015-03-05,"Bangalore Clients Account","Wok - Search","Wok - Exact","Display Network","enabled",19,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.4
2015-03-03,"Bangalore Clients Account","Bameys-Display","News Readers","Display Network","paused",645,"0.31%",6.32,2,12.64,0,"0.00%",0,"0.00%",0,0," --",1
2015-03-04,"Bangalore Clients Account","GRAB EAT","GRAB EAT-Exact","Search Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"87.50%",1.4
2015-03-18,"Bangalore Clients Account","Calvin - Mobile","Calvin - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"14.29%",1
2015-02-21,"Bangalore Clients Account","GRAB EAT","grab eat-bmm","Search Network","enabled",14,"21.43%",58.55,3,175.65,0,"0.00%",0,"33.33%",1,0,"100.00%",1
2015-03-23,"Bangalore Clients Account","Cup O Joe","Cup O Joe - Exact","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0,"83.33%",1.2
