"Day","Account","Campaign","Ad.group","Network","Ad.group.state","Impressions","CTR","Avg..CPC","Clicks","Cost","Avg..session.duration..seconds.","Bounce.rate","Click.Assisted.Conv.","Click.conversion.rate","Conversions","View.through.conv.","Search.Impr..share","Avg..position"
2015-04-06,"LimeTray - Existing","Tilpy's Kitchen-D","Remarket","Display Network","enabled",1657,"0.60%",8.859,10,88.59,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Zambar","Zambar - Exact","Search Network","enabled",19,"26.32%",30.582,5,152.91,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-06,"LimeTray - Existing","Biryani Blues-brand","Generic-Exact","Search Network","enabled",37,"5.41%",22.795,2,45.59,0,"0.00%",0,"0.00%",0,0," --",1.8
2015-04-06,"LimeTray - Existing","Flavors of Italy - Exact","Flavors of Italy- Exact","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-06,"LimeTray - Existing","Spice Xpress Display","Ad Group #1","Display Network","enabled",1184,"0.51%",11.903333,6,71.42,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","MOETS CURRY","Indian Restaurant in Gurgaon","Search Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2.4
2015-04-06,"LimeTray - Existing","Tilpy's Kitchen","Tilpy-BMM","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.5
2015-04-06,"LimeTray - Existing","VIVA-15%","Viva-Exact","Search Network","enabled",7,"57.14%",6.505,4,26.02,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Mr d-Display","INT","Display Network","enabled",6237,"0.35%",4.019545,22,88.43,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","MOETS CURRY","happy hours","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Bawarchi","North Indian Cuisine","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-06,"LimeTray - Existing","Zambar-D","Remarketing","Display Network","enabled",247,"0.81%",3.585,2,7.17,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","LETS NOODLE-search","Lets Noodle-BMM","Search Network","enabled",6,"16.67%",50.16,1,50.16,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Flavors of Italy - Exact","Flavors of Italy - Main Competitor","Display Network","enabled",113,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Bawarchi","North Indian Cuisine","Display Network","enabled",2373,"0.17%",17.51,4,70.04,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Bawarchi","Bawarchi - Competitor","Display Network","enabled",136,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Desi Tadka Display","Ad Group #1","Display Network","enabled",4317,"0.16%",9.835714,7,68.85,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Biryani Blues-d","Food-Movie-TV","Display Network","enabled",86,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Biryani Blues-brand","biryani blues-bmm","Search Network","enabled",5,"40.00%",27.215,2,54.43,80,"50.00%",0,"50.00%",1,0," --",1.2
2015-04-06,"LimeTray - Existing","Happy Hakka","Happy Hakka - Distant Competitor","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","VIVA-15%","Viva - Hyderabadi","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Bowled","Bowled - Exact","Search Network","enabled",1,"100.00%",19,1,19,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","RED WOK","Red Wok - Competitior","Search Network","enabled",106,"0.94%",27.67,1,27.67,0,"0.00%",0,"0.00%",0,0," --",2.2
2015-04-06,"LimeTray - Existing","DRUMS","DRUMS","Search Network","enabled",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.8
2015-04-06,"LimeTray - Existing","Biryani Blues-d","Passport-Airport-KCT","Display Network","enabled",7163,"0.25%",8.043889,18,144.79,54,"68.75%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Flavors of Italy - Exact","Flavors of Italy - Distant Competitor","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2.5
2015-04-06,"LimeTray - Existing","RED WOK","Search-Brand Keywords","Search Network","enabled",2,"50.00%",20.6,1,20.6,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","MOETS-25%","moets-Exact","Search Network","enabled",36,"2.78%",19.25,1,19.25,0,"0.00%",0,"0.00%",0,0," --",1.2
2015-04-06,"LimeTray - Existing","Biryani Blues-brand","Biryani-Sector","Search Network","enabled",10,"10.00%",77.72,1,77.72,81,"50.00%",0,"0.00%",0,0," --",1.1
2015-04-06,"LimeTray - Existing","Desi Tadka","Desi Tadka-BMM","Search Network","enabled",21,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","MOETS-25%","Moets Shack-BMM","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.2
2015-04-06,"LimeTray - Existing","Biryani Blues-d","Remarketing","Display Network","enabled",26,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Biryani Blues-d","Other interests","Display Network","enabled",5434,"0.31%",4.29,17,72.93,0,"91.67%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","Rred Hot Asian - Free Dimsum","Rred Hot Asian Bistro - Competitor","Display Network","enabled",9,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.4
2015-04-06,"LimeTray - Existing","DRUMS","Non Veg Restaurant","Search Network","enabled",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2.8
2015-04-06,"LimeTray - Existing","KINGS FOOD NATION","KINGS FOOD NATION-Exct","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","SPICE EXPRESS","SPICE EXPRESS","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","LETS NOODLE-search","Lets Noodle-Exact","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.5
2015-04-06,"LimeTray - Existing","BONNE BOUCHE","BONNE BOUCHE","Search Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"LimeTray - Existing","MOETS-25%","Italian Restaurant","Search Network","enabled",10,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.2
2015-04-06,"Moets Curry Pot","MOETS CURRY","Indian Restaurant in Gurgaon","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2.7
2015-04-06,"My Spice Kitchen","My Spice Kitchen","Tandoori Food","Display Network","enabled",86,"1.16%",15.97,1,15.97,0,"0.00%",0,"0.00%",0,0," --",1.2
2015-04-06,"My Spice Kitchen","My Spice Kitchen","My Spice Kitchen- Brand Keyword","Search Network","enabled",7,"57.14%",28.115,4,112.46,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-06,"My Spice Kitchen","MY SPICE KITCHEN - Display","INT","Display Network","enabled",11593,"0.33%",5.067368,38,192.56,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"My Spice Kitchen","My Spice Kitchen","Grilled Food","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"New York Slice","NYS Offer","remarketing","Display Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"New York Slice","NYS Offer","Topics","Display Network","enabled",78,"1.28%",1.46,1,1.46,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"New York Slice","NYS Offer","INT","Display Network","enabled",2202,"3.81%",1.360595,84,114.29,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"New York Slice","New York Slice - Display","TOPIC","Display Network","enabled",12586,"0.14%",5.614444,18,101.06,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"New York Slice","New York Slice","New York Slice - Exact","Search Network","enabled",6,"33.33%",8.84,2,17.68,0,"0.00%",0,"0.00%",0,0," --",1.2
2015-04-06,"New York Slice","New York Slice - Display","Remarketing","Display Network","enabled",75,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Niblette Mumbai","Text","Phrase & Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",3
2015-04-06,"Not Just Desserts-Bangalore","Not Just Desserts : Text","Ad Group #1","Search Network","enabled",5,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"O Curry","O Curry : TEXT","Phrase and Exact Match","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.7
2015-04-06,"O Curry","O Curry : DISPLAY","INT","Display Network","enabled",10099,"0.37%",5.98,37,221.26,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"O Curry","O Curry : DISPLAY","topics","Display Network","enabled",810,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Olivers","Olivers-D","INT","Display Network","enabled",14218,"0.33%",4.590851,47,215.77,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Olivers","Oliver's","Olivers-BMM","Search Network","enabled",15,"13.33%",14.715,2,29.43,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Olivers","Oliver's","Oliver's - Exact","Search Network","enabled",11,"18.18%",0.25,2,0.5,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Olivers","Olivers-D","TOPIC","Display Network","enabled",112,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Olivers","Olivers-D","Remarketing","Display Network","enabled",28,"3.57%",4.95,1,4.95,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Oops Its Chinese","OOPS ITS CHINESE","OOPS ITS CHINESE GENERIC","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.7
2015-04-06,"Parathe Wali Gali","Paranthe - Display","INT","Display Network","enabled",5979,"0.30%",5.822778,18,104.81,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Parathe Wali Gali","Paranthe Vali Gali","Paranthe Vali Gali","Search Network","enabled",453,"1.99%",16.858889,9,151.73,0,"0.00%",0,"0.00%",0,0," --",1.2
2015-04-06,"Pizza Intalia","Pizza Intalia - S","Pizza Intalia - Exact","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Pizza Intalia","Pizza intalia display","Topics","Display Network","enabled",146,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Pizza Intalia","Campaign 2- BOGO","Exact","Search Network","enabled",3,"33.33%",34.12,1,34.12,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-06,"Pizza Intalia","Pizza intalia display","INT","Display Network","enabled",3909,"0.56%",4.8,22,105.6,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Punjabi Times","Punjabi Times: Text","Ad Group #1","Search Network","enabled",45,"13.33%",9.451667,6,56.71,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Pure Punjabi","Pure Punjabi","Pure Punjabi","Search Network","enabled",181,"3.31%",29.685,6,178.11,0,"0.00%",0,"0.00%",0,0," --",1.4
2015-04-06,"Pure Punjabi","Pure Punjabi Display","topics","Display Network","enabled",368,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Pure Punjabi","Pure Punjabi Display","INT","Display Network","enabled",2465,"0.81%",6.0485,20,120.97,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Red Chilli","Red Chilli-10-6","Red Chili-Exact","Search Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.4
2015-04-06,"Red Chilli","red chilli display","Topics","Display Network","enabled",1166,"0.26%",7.31,3,21.93,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Red Chilli","red chilli display","INT","Display Network","enabled",7435,"0.40%",6.420333,30,192.61,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Red Chilli","Red Chilli-10-6","Red chilli-BMM","Search Network","enabled",12,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-04-06,"Red Moon Bakery","Text new","Phrase & Exact","Search Network","enabled",27,"14.81%",21.475,4,85.9,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Red Onion","RD Display","Food based int","Display Network","enabled",885,"0.11%",2.34,1,2.34,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Red Onion","Red Onion : Text","Phrase and Exact Match","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",4.3
2015-04-06,"Red Wok","RED WOK","Red Wok - Competitior","Display Network","enabled",39,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.5
2015-04-06,"Red Wok","RED WOK","Red Wok - Competitior","Search Network","enabled",43,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2.3
2015-04-06,"Regency Park","Text","Phrase & Exact","Search Network","enabled",22,"13.64%",8.686667,3,26.06,0,"0.00%",0,"0.00%",0,0," --",2.3
2015-04-06,"Rred hot asian bistro","Rred Hot Asian - Free Dimsum","Rred Hot Asian Bistro- Exact","Search Network","enabled",8,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.4
2015-04-06,"Rred hot asian bistro","Rred Hot Asian - Free Dimsum","Rred Hot Asian Bistro- Exact","Display Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.8
2015-04-06,"Rred hot asian bistro","Rred Hot Asian - Free Dimsum","Rred Hot Asian Bistro - Competitor","Search Network","enabled",47,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.7
2015-04-06,"Salwa- Spend very less || Might Die","SALWA","salwa-BMM","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Shawarma Factory","Shawarma Factory: Text","Ad Group #1","Search Network","enabled",9,"11.11%",12.93,1,12.93,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Singh Ching","Singh Ching Display","INT","Display Network","enabled",6071,"0.36%",4.837727,22,106.43,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Singh Ching","Singh Ching Display","Topics","Display Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Singh Ching","Singh Ching Text","Phrase & Exact Match","Search Network","enabled",14,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.5
2015-04-06,"Smalleys","Smally's - Search","Smally's - Exact","Search Network","enabled",12,"8.33%",17.56,1,17.56,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-06,"Smoked Biryani House","smoke biryani house","Smoke Biryani House-Exct","Search Network","enabled",17,"11.76%",5.79,2,11.58,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Smoked Biryani House","smoke biryani house","Generic Biryani-Exact","Search Network","enabled",8,"12.50%",32.6,1,32.6,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Smoked Biryani House","smoke biryani house","Smoked Biryani House - Distant Competitor","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.7
2015-04-06,"Smoked Biryani House","smoke biryani house","SBH-BMM","Search Network","enabled",1,"100.00%",5.58,1,5.58,0,"0.00%",0,"100.00%",1,0," --",1
2015-04-06,"Smoked Biryani House","SmokeBiryaniHouse-D","remarketing","Display Network","enabled",908,"0.11%",8.49,1,8.49,0,"0.00%",0,"0.00%",0,4," --",1
2015-04-06,"Smoked Biryani House","smoke biryani house","Smoked Biryani House- Main Competitor","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-06,"Smoked Biryani House","SmokeBiryaniHouse-D","Food based","Display Network","enabled",4015,"0.20%",9.62,8,76.96,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Smoked Biryani House","SmokeBiryaniHouse-D","TV & Movie","Display Network","enabled",697,"0.43%",6.216667,3,18.65,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Soi Thai","Text","Ad Group #1","Search Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-04-06,"Sush Haus","Sushi Haus","Sushi Haus-BMM","Search Network","enabled",2,"50.00%",11.66,1,11.66,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Sush Haus","Sushi Haus","Sushi Haus-Exact","Search Network","enabled",5,"20.00%",12,1,12,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Sush Haus","Sushi Haus","Japanese Cuisine","Search Network","enabled",16,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-06,"Tadka Singh","Tadka Singh","Tadka Singh-BMM","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Tadka Singh","Tadka Singh","Tadka Singh-Exact","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",1,"0.00%",0,0," --",1
2015-04-06,"Tadka Singh","tadka singh-d","INT","Display Network","enabled",6734,"0.46%",7.151613,31,221.7,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Tadka Singh","tadka singh-d","Remarketing","Display Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Tandoor Hut","Tandoor Hut Display","Topics","Display Network","enabled",67,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Tandoor Hut","Tandoor Hut Display","INT","Display Network","enabled",10306,"0.20%",5.457143,21,114.6,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Tandoor Hut","Tandoor Hut Text","Phrase and Exact","Search Network","enabled",9,"11.11%",47.57,1,47.57,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Tawak","Tawak Text","Ad Group #1","Search Network","enabled",14,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.6
2015-04-06,"Tawak","Tawak Display","INT","Display Network","enabled",4915,"0.28%",8.035,14,112.49,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Temptations","Phrase & Exact","Phrase & Exact","Search Network","enabled",87,"1.15%",17.35,1,17.35,0,"0.00%",0,"0.00%",0,0," --",1.3
2015-04-06,"Temptations","Temptations - Display","INT","Display Network","enabled",1654,"2.06%",1.572647,34,53.47,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Temptations","Temptations - Display","Topics","Display Network","enabled",34,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"TEZ TADKA","Tez Tadaka-D","Coupons Bangalore_KCT","Display Network","paused",7648,"0.10%",5.97375,8,47.79,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"TEZ TADKA","Tez Tadaka-D","TOPICS","Display Network","paused",282,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"TEZ TADKA","Tez Tadka Search","Tez Tadka Exact","Search Network","enabled",4,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"TEZ TADKA","Tez Tadaka-D","INT","Display Network","enabled",11869,"0.15%",8.465,18,152.37,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"TEZ TADKA","Tez Tadaka-D","Remarketing","Display Network","enabled",42,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"The Toddy Shop","Text","Phrase & Exact","Search Network","enabled",22,"13.64%",19.213333,3,57.64,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Turban Tadka","Offer","Ad Group #1","Search Network","enabled",30,"3.33%",32.9,1,32.9,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Urban Degchi","URBAN DEGCHI Display","TOPIC","Display Network","enabled",15844,"0.29%",4.872609,46,224.14,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Urban Degchi","Urban Degchi","URBAN DEGCHI-Exact","Search Network","enabled",7,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"Urban Degchi","Urban Degchi","Urban Degchi-BMM","Search Network","enabled",1,"100.00%",6.53,1,6.53,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-06,"VIJAYAWADA STYLE","VijayavadaStyleRestaurant","Vijayvada Style-Exact& Gen","Search Network","enabled",2,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",4
2015-04-06,"Yummy NH8","Yummy NH8","Yummy NH8 -Exact","Search Network","enabled",22,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.5
2015-04-06,"Zaika","Text","Phrase & Exact","Search Network","enabled",57,"3.51%",26.745,2,53.49,0,"0.00%",0,"0.00%",0,0," --",1.2
2015-04-09,"1947Bangalore","1947 Bangalore","1947-BMM","Search Network","enabled",173,"12.14%",9.683333,21,203.35,0,"0.00%",1,"4.76%",1,0," --",1
2015-04-09,"1947Bangalore","1947 Bangalore","1947-Exact","Search Network","enabled",15,"13.33%",12.135,2,24.27,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"56 Italian","56 Italian Display","TOPICS","Display Network","enabled",1440,"0.07%",4.15,1,4.15,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"56 Italian","56 Italian","Ad Group #1","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.7
2015-04-09,"56 Italian","56 Italian Display","INT","Display Network","enabled",24078,"0.29%",3.031286,70,212.19,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Almond","Almond Flower : Text","Ad Group #1","Search Network","enabled",6,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.2
2015-04-09,"Art Chilli","Animation 15%","INT + Remarketing","Display Network","enabled",1675,"6.21%",0.977885,104,101.7,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Art Chilli","Art Chilli Text","Phrase and Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Asian Bistro-Gurgaon","Asian Bistro Text","Ad Group #1","Search Network","enabled",5,"20.00%",28.55,1,28.55,0,"0.00%",0,"0.00%",0,0," --",1.8
2015-04-09,"Asian haus","Asian Haus","Asian Haus-BMM","Search Network","enabled",22,"9.09%",24.14,2,48.28,0,"0.00%",0,"0.00%",0,0," --",1.5
2015-04-09,"Asian haus","Asian Haus","Asian Haus-Exact","Search Network","enabled",64,"23.44%",27.470667,15,412.06,0,"0.00%",0,"13.33%",2,0," --",1.2
2015-04-09,"Bangalore Clients Account","Biryani Pot - Display","INT","Display Network","enabled",21388,"0.34%",4.069452,73,297.07,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Andhra House : Text","Ad Group #1","Search Network","enabled",19,"21.05%",10.8675,4,43.47,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Tikki Tikki-Search","Cutlets","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","BHUKKAD","kormangala restaurant","Search Network","enabled",13,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",2.1
2015-04-09,"Bangalore Clients Account","Bameys-Display","Deals-PLC","Display Network","enabled",21,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Biryani Pot-SEARCH","Biryani Pot-Exact","Search Network","enabled",75,"14.67%",65.768182,11,723.45,0,"0.00%",1,"36.36%",4,0," --",1.2
2015-04-09,"Bangalore Clients Account","marias goan kitchen","Marias kitchen-brand","Search Network","enabled",5,"20.00%",5.92,1,5.92,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Pizzeria-D","INT","Display Network","enabled",3364,"0.33%",2.558182,11,28.14,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Amrutham Display","Ad Group #1","Display Network","enabled",7735,"0.22%",12.168824,17,206.87,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Pizzeria","Pizzeria-Exct","Search Network","enabled",30,"26.67%",21.7975,8,174.38,0,"0.00%",1,"12.50%",1,0," --",1
2015-04-09,"Bangalore Clients Account","Delhi Restaurant Text","Ad Group #1","Search Network","enabled",24,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Grubnomic - Search","Grubnomic - Exact","Search Network","enabled",1,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Panda boy","INT - 20%","Display Network","enabled",3660,"0.36%",4.325385,13,56.23,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Biryani Pot-SEARCH","BP-BMM","Search Network","enabled",44,"6.82%",5.166667,3,15.5,0,"0.00%",0,"0.00%",0,0," --",2
2015-04-09,"Bangalore Clients Account","Grab Eat Display","Foodies + Office","Display Network","enabled",6055,"6.39%",0.493385,387,190.94,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Tikki Tikki-Display","Remarketing","Display Network","enabled",2668,"0.67%",11.881111,18,213.86,0,"0.00%",0,"0.00%",0,1," --",1
2015-04-09,"Bangalore Clients Account","Bhukkad-Display","Movie Lovers","Display Network","enabled",9722,"0.25%",7.75125,24,186.03,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Cup o Joe - Display","Remarketing","Display Network","enabled",2152,"0.70%",3.677333,15,55.16,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Happy Ending","Happy Ending-BMM","Search Network","enabled",11,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.1
2015-04-09,"Bangalore Clients Account","Pizzeria-D","Topics","Display Network","enabled",59,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Biryani Pot - Display","BIRYANI POT-Remarketing","Display Network","enabled",336,"0.89%",5.9,3,17.7,0,"0.00%",0,"0.00%",0,0," --",1
2015-04-09,"Bangalore Clients Account","Punjabi Times: Text","Ad Group #1","Search Network","enabled",0,"0.00%",0,0,0,0,"0.00%",1,"0.00%",0,0," --",0
2015-04-09,"Bangalore Clients Account","100ft Bangalore","100ft - Exact","Search Network","enabled",3,"0.00%",0,0,0,0,"0.00%",0,"0.00%",0,0," --",1.7
